Date,Dish_Name,Quantity_Sold
6/29/2025,Mala flavor - Jiangtuan,37
6/29/2025,Mala flavor - Sea bass,37
6/29/2025,Mala flavor - Qian fish,38
6/30/2025,Chicken knee cartilage,40
6/30/2025,Grilled lamb skewers,98
6/30/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
6/30/2025,Old-jar pickled mustard greens flavor - Sea bass,1
6/30/2025,Old-jar pickled mustard greens flavor - Qian fish,1
6/30/2025,Garlic flavor - Jiangtuan,4
6/30/2025,Garlic flavor - Sea bass,4
6/30/2025,Garlic flavor - Qian fish,10
6/30/2025,Pickled mustard greens flavor - Jiangtuan,1
6/30/2025,Pickled mustard greens flavor - Sea bass,1
6/30/2025,Pickled mustard greens flavor - Qian fish,3
6/30/2025,Green pepper flavor - Jiangtuan,7
6/30/2025,Green pepper flavor - Sea bass,7
6/30/2025,Green pepper flavor - Qian fish,11
6/30/2025,Mala flavor - Jiangtuan,22
6/30/2025,Mala flavor - Sea bass,23
6/30/2025,Mala flavor - Qian fish,41
7/1/2025,Chicken knee cartilage,59
7/1/2025,Grilled lamb skewers,88
7/1/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
7/1/2025,Old-jar pickled mustard greens flavor - Sea bass,1
7/1/2025,Old-jar pickled mustard greens flavor - Qian fish,1
7/1/2025,Garlic flavor - Jiangtuan,8
7/1/2025,Garlic flavor - Sea bass,8
7/1/2025,Garlic flavor - Qian fish,12
7/1/2025,Pickled mustard greens flavor - Jiangtuan,2
7/1/2025,Pickled mustard greens flavor - Sea bass,2
7/1/2025,Pickled mustard greens flavor - Qian fish,5
7/1/2025,Green pepper flavor - Jiangtuan,7
7/1/2025,Green pepper flavor - Sea bass,7
7/1/2025,Green pepper flavor - Qian fish,12
7/1/2025,Mala flavor - Jiangtuan,23
7/1/2025,Mala flavor - Sea bass,24
7/1/2025,Mala flavor - Qian fish,38
7/2/2025,Chicken knee cartilage,29
7/2/2025,Grilled lamb skewers,44
7/2/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/2/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/2/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/2/2025,Garlic flavor - Jiangtuan,8
7/2/2025,Garlic flavor - Sea bass,8
7/2/2025,Garlic flavor - Qian fish,15
7/2/2025,Pickled mustard greens flavor - Jiangtuan,2
7/2/2025,Pickled mustard greens flavor - Sea bass,2
7/2/2025,Pickled mustard greens flavor - Qian fish,5
7/2/2025,Green pepper flavor - Jiangtuan,4
7/2/2025,Green pepper flavor - Sea bass,4
7/2/2025,Green pepper flavor - Qian fish,5
7/2/2025,Mala flavor - Jiangtuan,20
7/2/2025,Mala flavor - Sea bass,20
7/2/2025,Mala flavor - Qian fish,41
7/3/2025,Chicken knee cartilage,60
7/3/2025,Grilled lamb skewers,98
7/3/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
7/3/2025,Old-jar pickled mustard greens flavor - Sea bass,1
7/3/2025,Old-jar pickled mustard greens flavor - Qian fish,1
7/3/2025,Garlic flavor - Jiangtuan,4
7/3/2025,Garlic flavor - Sea bass,4
7/3/2025,Garlic flavor - Qian fish,12
7/3/2025,Pickled mustard greens flavor - Jiangtuan,3
7/3/2025,Pickled mustard greens flavor - Sea bass,3
7/3/2025,Pickled mustard greens flavor - Qian fish,4
7/3/2025,Green pepper flavor - Jiangtuan,6
7/3/2025,Green pepper flavor - Sea bass,6
7/3/2025,Green pepper flavor - Qian fish,6
7/3/2025,Mala flavor - Jiangtuan,30
7/3/2025,Mala flavor - Sea bass,30
7/3/2025,Mala flavor - Qian fish,45
7/4/2025,Chicken knee cartilage,38
7/4/2025,Grilled lamb skewers,87
7/4/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/4/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/4/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/4/2025,Garlic flavor - Jiangtuan,5
7/4/2025,Garlic flavor - Sea bass,5
7/4/2025,Garlic flavor - Qian fish,16
7/4/2025,Pickled mustard greens flavor - Jiangtuan,2
7/4/2025,Pickled mustard greens flavor - Sea bass,2
7/4/2025,Pickled mustard greens flavor - Qian fish,4
7/4/2025,Green pepper flavor - Jiangtuan,5
7/4/2025,Green pepper flavor - Sea bass,5
7/4/2025,Green pepper flavor - Qian fish,12
7/4/2025,Mala flavor - Jiangtuan,28
7/4/2025,Mala flavor - Sea bass,28
7/4/2025,Mala flavor - Qian fish,44
7/5/2025,Chicken knee cartilage,69
7/5/2025,Grilled lamb skewers,110
7/5/2025,Old-jar pickled mustard greens flavor - Jiangtuan,5
7/5/2025,Old-jar pickled mustard greens flavor - Sea bass,5
7/5/2025,Old-jar pickled mustard greens flavor - Qian fish,5
7/5/2025,Garlic flavor - Jiangtuan,12
7/5/2025,Garlic flavor - Sea bass,12
7/5/2025,Garlic flavor - Qian fish,23
7/5/2025,Pickled mustard greens flavor - Jiangtuan,1
7/5/2025,Pickled mustard greens flavor - Sea bass,1
7/5/2025,Pickled mustard greens flavor - Qian fish,2
7/5/2025,Green pepper flavor - Jiangtuan,10
7/5/2025,Green pepper flavor - Sea bass,10
7/5/2025,Green pepper flavor - Qian fish,10
7/5/2025,Mala flavor - Jiangtuan,26
7/5/2025,Mala flavor - Sea bass,26
7/5/2025,Mala flavor - Qian fish,26
7/6/2025,Chicken knee cartilage,74
7/6/2025,Grilled lamb skewers,88
7/6/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/6/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/6/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/6/2025,Garlic flavor - Jiangtuan,11
7/6/2025,Garlic flavor - Sea bass,11
7/6/2025,Garlic flavor - Qian fish,25
7/6/2025,Pickled mustard greens flavor - Jiangtuan,1
7/6/2025,Pickled mustard greens flavor - Sea bass,1
7/6/2025,Pickled mustard greens flavor - Qian fish,2
7/6/2025,Green pepper flavor - Jiangtuan,9
7/6/2025,Green pepper flavor - Sea bass,9
7/6/2025,Green pepper flavor - Qian fish,10
7/6/2025,Mala flavor - Jiangtuan,28
7/6/2025,Mala flavor - Sea bass,28
7/6/2025,Mala flavor - Qian fish,29
7/7/2025,Chicken knee cartilage,22
7/7/2025,Grilled lamb skewers,40
7/7/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/7/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/7/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/7/2025,Garlic flavor - Jiangtuan,5
7/7/2025,Garlic flavor - Sea bass,5
7/7/2025,Garlic flavor - Qian fish,9
7/7/2025,Pickled mustard greens flavor - Jiangtuan,2
7/7/2025,Pickled mustard greens flavor - Sea bass,2
7/7/2025,Pickled mustard greens flavor - Qian fish,5
7/7/2025,Green pepper flavor - Jiangtuan,4
7/7/2025,Green pepper flavor - Sea bass,3
7/7/2025,Green pepper flavor - Qian fish,4
7/7/2025,Mala flavor - Jiangtuan,16
7/7/2025,Mala flavor - Sea bass,16
7/7/2025,Mala flavor - Qian fish,33
7/8/2025,Chicken knee cartilage,54
7/8/2025,Grilled lamb skewers,67
7/8/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/8/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/8/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/8/2025,Garlic flavor - Jiangtuan,8
7/8/2025,Garlic flavor - Sea bass,8
7/8/2025,Garlic flavor - Qian fish,9
7/8/2025,Pickled mustard greens flavor - Jiangtuan,1
7/8/2025,Pickled mustard greens flavor - Sea bass,1
7/8/2025,Pickled mustard greens flavor - Qian fish,4
7/8/2025,Green pepper flavor - Jiangtuan,6
7/8/2025,Green pepper flavor - Sea bass,6
7/8/2025,Green pepper flavor - Qian fish,10
7/8/2025,Mala flavor - Jiangtuan,14
7/8/2025,Mala flavor - Sea bass,14
7/8/2025,Mala flavor - Qian fish,31
7/9/2025,Chicken knee cartilage,37
7/9/2025,Grilled lamb skewers,67
7/9/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/9/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/9/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/9/2025,Garlic flavor - Jiangtuan,6
7/9/2025,Garlic flavor - Sea bass,6
7/9/2025,Garlic flavor - Qian fish,12
7/9/2025,Pickled mustard greens flavor - Jiangtuan,1
7/9/2025,Pickled mustard greens flavor - Sea bass,1
7/9/2025,Pickled mustard greens flavor - Qian fish,1
7/9/2025,Green pepper flavor - Jiangtuan,6
7/9/2025,Green pepper flavor - Sea bass,6
7/9/2025,Green pepper flavor - Qian fish,7
7/9/2025,Mala flavor - Jiangtuan,21
7/9/2025,Mala flavor - Sea bass,21
7/9/2025,Mala flavor - Qian fish,42
7/10/2025,Chicken knee cartilage,82
7/10/2025,Grilled lamb skewers,118
7/10/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/10/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/10/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/10/2025,Garlic flavor - Jiangtuan,8
7/10/2025,Garlic flavor - Sea bass,8
7/10/2025,Garlic flavor - Qian fish,16
7/10/2025,Pickled mustard greens flavor - Jiangtuan,1
7/10/2025,Pickled mustard greens flavor - Sea bass,2
7/10/2025,Pickled mustard greens flavor - Qian fish,4
7/10/2025,Green pepper flavor - Jiangtuan,5
7/10/2025,Green pepper flavor - Sea bass,5
7/10/2025,Green pepper flavor - Qian fish,8
7/10/2025,Mala flavor - Jiangtuan,20
7/10/2025,Mala flavor - Sea bass,20
7/10/2025,Mala flavor - Qian fish,32
7/11/2025,Chicken knee cartilage,74
7/11/2025,Grilled lamb skewers,112
7/11/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/11/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/11/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/11/2025,Garlic flavor - Jiangtuan,8
7/11/2025,Garlic flavor - Sea bass,7
7/11/2025,Garlic flavor - Qian fish,17
7/11/2025,Pickled mustard greens flavor - Jiangtuan,4
7/11/2025,Pickled mustard greens flavor - Sea bass,4
7/11/2025,Pickled mustard greens flavor - Qian fish,7
7/11/2025,Green pepper flavor - Jiangtuan,10
7/11/2025,Green pepper flavor - Sea bass,9
7/11/2025,Green pepper flavor - Qian fish,12
7/11/2025,Mala flavor - Jiangtuan,35
7/11/2025,Mala flavor - Sea bass,34
7/11/2025,Mala flavor - Qian fish,44
7/12/2025,Chicken knee cartilage,89
7/12/2025,Grilled lamb skewers,106
7/12/2025,Old-jar pickled mustard greens flavor - Jiangtuan,5
7/12/2025,Old-jar pickled mustard greens flavor - Sea bass,5
7/12/2025,Old-jar pickled mustard greens flavor - Qian fish,5
7/12/2025,Garlic flavor - Jiangtuan,9
7/12/2025,Garlic flavor - Sea bass,9
7/12/2025,Garlic flavor - Qian fish,20
7/12/2025,Pickled mustard greens flavor - Jiangtuan,2
7/12/2025,Pickled mustard greens flavor - Sea bass,3
7/12/2025,Pickled mustard greens flavor - Qian fish,2
7/12/2025,Green pepper flavor - Jiangtuan,9
7/12/2025,Green pepper flavor - Sea bass,10
7/12/2025,Green pepper flavor - Qian fish,10
7/12/2025,Mala flavor - Jiangtuan,28
7/12/2025,Mala flavor - Sea bass,28
7/12/2025,Mala flavor - Qian fish,28
7/13/2025,Chicken knee cartilage,68
7/13/2025,Grilled lamb skewers,123
7/13/2025,Old-jar pickled mustard greens flavor - Jiangtuan,6
7/13/2025,Old-jar pickled mustard greens flavor - Sea bass,6
7/13/2025,Old-jar pickled mustard greens flavor - Qian fish,6
7/13/2025,Garlic flavor - Jiangtuan,7
7/13/2025,Garlic flavor - Sea bass,7
7/13/2025,Garlic flavor - Qian fish,19
7/13/2025,Pickled mustard greens flavor - Jiangtuan,1
7/13/2025,Pickled mustard greens flavor - Sea bass,1
7/13/2025,Pickled mustard greens flavor - Qian fish,1
7/13/2025,Green pepper flavor - Jiangtuan,13
7/13/2025,Green pepper flavor - Sea bass,13
7/13/2025,Green pepper flavor - Qian fish,13
7/13/2025,Mala flavor - Jiangtuan,29
7/13/2025,Mala flavor - Sea bass,29
7/13/2025,Mala flavor - Qian fish,30
7/14/2025,Chicken knee cartilage,58
7/14/2025,Grilled lamb skewers,100
7/14/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/14/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/14/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/14/2025,Garlic flavor - Jiangtuan,7
7/14/2025,Garlic flavor - Sea bass,6
7/14/2025,Garlic flavor - Qian fish,11
7/14/2025,Pickled mustard greens flavor - Jiangtuan,3
7/14/2025,Pickled mustard greens flavor - Sea bass,2
7/14/2025,Pickled mustard greens flavor - Qian fish,4
7/14/2025,Green pepper flavor - Jiangtuan,6
7/14/2025,Green pepper flavor - Sea bass,6
7/14/2025,Green pepper flavor - Qian fish,12
7/14/2025,Mala flavor - Jiangtuan,24
7/14/2025,Mala flavor - Sea bass,24
7/14/2025,Mala flavor - Qian fish,48
7/15/2025,Chicken knee cartilage,57
7/15/2025,Grilled lamb skewers,89
7/15/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/15/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/15/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/15/2025,Garlic flavor - Jiangtuan,6
7/15/2025,Garlic flavor - Sea bass,6
7/15/2025,Garlic flavor - Qian fish,12
7/15/2025,Pickled mustard greens flavor - Jiangtuan,3
7/15/2025,Pickled mustard greens flavor - Sea bass,3
7/15/2025,Pickled mustard greens flavor - Qian fish,4
7/15/2025,Green pepper flavor - Jiangtuan,4
7/15/2025,Green pepper flavor - Sea bass,4
7/15/2025,Green pepper flavor - Qian fish,7
7/15/2025,Mala flavor - Jiangtuan,24
7/15/2025,Mala flavor - Sea bass,24
7/15/2025,Mala flavor - Qian fish,44
7/16/2025,Chicken knee cartilage,52
7/16/2025,Grilled lamb skewers,96
7/16/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/16/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/16/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/16/2025,Garlic flavor - Jiangtuan,5
7/16/2025,Garlic flavor - Sea bass,5
7/16/2025,Garlic flavor - Qian fish,12
7/16/2025,Pickled mustard greens flavor - Jiangtuan,1
7/16/2025,Pickled mustard greens flavor - Sea bass,1
7/16/2025,Pickled mustard greens flavor - Qian fish,5
7/16/2025,Green pepper flavor - Jiangtuan,9
7/16/2025,Green pepper flavor - Sea bass,9
7/16/2025,Green pepper flavor - Qian fish,12
7/16/2025,Mala flavor - Jiangtuan,24
7/16/2025,Mala flavor - Sea bass,24
7/16/2025,Mala flavor - Qian fish,40
7/17/2025,Chicken knee cartilage,58
7/17/2025,Grilled lamb skewers,54
7/17/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/17/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/17/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/17/2025,Garlic flavor - Jiangtuan,5
7/17/2025,Garlic flavor - Sea bass,6
7/17/2025,Garlic flavor - Qian fish,11
7/17/2025,Pickled mustard greens flavor - Jiangtuan,3
7/17/2025,Pickled mustard greens flavor - Sea bass,3
7/17/2025,Pickled mustard greens flavor - Qian fish,5
7/17/2025,Green pepper flavor - Jiangtuan,9
7/17/2025,Green pepper flavor - Sea bass,9
7/17/2025,Green pepper flavor - Qian fish,12
7/17/2025,Mala flavor - Jiangtuan,23
7/17/2025,Mala flavor - Sea bass,23
7/17/2025,Mala flavor - Qian fish,40
7/18/2025,Chicken knee cartilage,97
7/18/2025,Grilled lamb skewers,83
7/18/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
7/18/2025,Old-jar pickled mustard greens flavor - Sea bass,4
7/18/2025,Old-jar pickled mustard greens flavor - Qian fish,4
7/18/2025,Garlic flavor - Jiangtuan,9
7/18/2025,Garlic flavor - Sea bass,9
7/18/2025,Garlic flavor - Qian fish,19
7/18/2025,Pickled mustard greens flavor - Jiangtuan,3
7/18/2025,Pickled mustard greens flavor - Sea bass,3
7/18/2025,Pickled mustard greens flavor - Qian fish,5
7/18/2025,Green pepper flavor - Jiangtuan,6
7/18/2025,Green pepper flavor - Sea bass,6
7/18/2025,Green pepper flavor - Qian fish,7
7/18/2025,Mala flavor - Jiangtuan,30
7/18/2025,Mala flavor - Sea bass,30
7/18/2025,Mala flavor - Qian fish,36
7/19/2025,Chicken knee cartilage,89
7/19/2025,Grilled lamb skewers,113
7/19/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/19/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/19/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/19/2025,Garlic flavor - Jiangtuan,9
7/19/2025,Garlic flavor - Sea bass,8
7/19/2025,Garlic flavor - Qian fish,23
7/19/2025,Pickled mustard greens flavor - Jiangtuan,2
7/19/2025,Pickled mustard greens flavor - Sea bass,1
7/19/2025,Pickled mustard greens flavor - Qian fish,1
7/19/2025,Green pepper flavor - Jiangtuan,10
7/19/2025,Green pepper flavor - Sea bass,10
7/19/2025,Green pepper flavor - Qian fish,10
7/19/2025,Mala flavor - Jiangtuan,28
7/19/2025,Mala flavor - Sea bass,28
7/19/2025,Mala flavor - Qian fish,28
7/20/2025,Chicken knee cartilage,85
7/20/2025,Grilled lamb skewers,99
7/20/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/20/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/20/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/20/2025,Garlic flavor - Jiangtuan,9
7/20/2025,Garlic flavor - Sea bass,9
7/20/2025,Garlic flavor - Qian fish,29
7/20/2025,Pickled mustard greens flavor - Jiangtuan,2
7/20/2025,Pickled mustard greens flavor - Sea bass,2
7/20/2025,Pickled mustard greens flavor - Qian fish,2
7/20/2025,Green pepper flavor - Jiangtuan,13
7/20/2025,Green pepper flavor - Sea bass,14
7/20/2025,Green pepper flavor - Qian fish,14
7/20/2025,Mala flavor - Jiangtuan,20
7/20/2025,Mala flavor - Sea bass,21
7/20/2025,Mala flavor - Qian fish,21
7/21/2025,Chicken knee cartilage,44
7/21/2025,Grilled lamb skewers,88
7/21/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/21/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/21/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/21/2025,Garlic flavor - Jiangtuan,7
7/21/2025,Garlic flavor - Sea bass,7
7/21/2025,Garlic flavor - Qian fish,13
7/21/2025,Pickled mustard greens flavor - Jiangtuan,1
7/21/2025,Pickled mustard greens flavor - Sea bass,1
7/21/2025,Pickled mustard greens flavor - Qian fish,2
7/21/2025,Green pepper flavor - Jiangtuan,6
7/21/2025,Green pepper flavor - Sea bass,6
7/21/2025,Green pepper flavor - Qian fish,6
7/21/2025,Mala flavor - Jiangtuan,26
7/21/2025,Mala flavor - Sea bass,25
7/21/2025,Mala flavor - Qian fish,26
7/22/2025,Chicken knee cartilage,46
7/22/2025,Grilled lamb skewers,76
7/22/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/22/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/22/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/22/2025,Garlic flavor - Jiangtuan,5
7/22/2025,Garlic flavor - Sea bass,5
7/22/2025,Garlic flavor - Qian fish,15
7/22/2025,Pickled mustard greens flavor - Jiangtuan,1
7/22/2025,Pickled mustard greens flavor - Sea bass,1
7/22/2025,Pickled mustard greens flavor - Qian fish,1
7/22/2025,Green pepper flavor - Jiangtuan,5
7/22/2025,Green pepper flavor - Sea bass,5
7/22/2025,Green pepper flavor - Qian fish,5
7/22/2025,Mala flavor - Jiangtuan,22
7/22/2025,Mala flavor - Sea bass,22
7/22/2025,Mala flavor - Qian fish,23
7/23/2025,Chicken knee cartilage,46
7/23/2025,Grilled lamb skewers,71
7/23/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/23/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/23/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/23/2025,Garlic flavor - Jiangtuan,5
7/23/2025,Garlic flavor - Sea bass,5
7/23/2025,Garlic flavor - Qian fish,9
7/23/2025,Pickled mustard greens flavor - Jiangtuan,1
7/23/2025,Pickled mustard greens flavor - Sea bass,1
7/23/2025,Pickled mustard greens flavor - Qian fish,1
7/23/2025,Green pepper flavor - Jiangtuan,6
7/23/2025,Green pepper flavor - Sea bass,6
7/23/2025,Green pepper flavor - Qian fish,6
7/23/2025,Mala flavor - Jiangtuan,19
7/23/2025,Mala flavor - Sea bass,19
7/23/2025,Mala flavor - Qian fish,20
7/24/2025,Chicken knee cartilage,40
7/24/2025,Grilled lamb skewers,56
7/24/2025,Old-jar pickled mustard greens flavor - Jiangtuan,1
7/24/2025,Old-jar pickled mustard greens flavor - Sea bass,1
7/24/2025,Old-jar pickled mustard greens flavor - Qian fish,1
7/24/2025,Garlic flavor - Jiangtuan,5
7/24/2025,Garlic flavor - Sea bass,5
7/24/2025,Garlic flavor - Qian fish,9
7/24/2025,Pickled mustard greens flavor - Jiangtuan,2
7/24/2025,Pickled mustard greens flavor - Sea bass,1
7/24/2025,Pickled mustard greens flavor - Qian fish,2
7/24/2025,Green pepper flavor - Jiangtuan,5
7/24/2025,Green pepper flavor - Sea bass,5
7/24/2025,Green pepper flavor - Qian fish,5
7/24/2025,Mala flavor - Jiangtuan,22
7/24/2025,Mala flavor - Sea bass,22
7/24/2025,Mala flavor - Qian fish,23
7/25/2025,Chicken knee cartilage,58
7/25/2025,Grilled lamb skewers,95
7/25/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
7/25/2025,Old-jar pickled mustard greens flavor - Sea bass,4
7/25/2025,Old-jar pickled mustard greens flavor - Qian fish,4
7/25/2025,Garlic flavor - Jiangtuan,6
7/25/2025,Garlic flavor - Sea bass,6
7/25/2025,Garlic flavor - Qian fish,20
7/25/2025,Pickled mustard greens flavor - Jiangtuan,2
7/25/2025,Pickled mustard greens flavor - Sea bass,2
7/25/2025,Pickled mustard greens flavor - Qian fish,2
7/25/2025,Green pepper flavor - Jiangtuan,8
7/25/2025,Green pepper flavor - Sea bass,8
7/25/2025,Green pepper flavor - Qian fish,8
7/25/2025,Mala flavor - Jiangtuan,27
7/25/2025,Mala flavor - Sea bass,28
7/25/2025,Mala flavor - Qian fish,28
7/26/2025,Chicken knee cartilage,97
7/26/2025,Grilled lamb skewers,136
7/26/2025,Old-jar pickled mustard greens flavor - Jiangtuan,4
7/26/2025,Old-jar pickled mustard greens flavor - Sea bass,4
7/26/2025,Old-jar pickled mustard greens flavor - Qian fish,4
7/26/2025,Garlic flavor - Jiangtuan,10
7/26/2025,Garlic flavor - Sea bass,11
7/26/2025,Garlic flavor - Qian fish,26
7/26/2025,Pickled mustard greens flavor - Jiangtuan,2
7/26/2025,Pickled mustard greens flavor - Sea bass,2
7/26/2025,Pickled mustard greens flavor - Qian fish,2
7/26/2025,Green pepper flavor - Jiangtuan,8
7/26/2025,Green pepper flavor - Sea bass,8
7/26/2025,Green pepper flavor - Qian fish,8
7/26/2025,Mala flavor - Jiangtuan,27
7/26/2025,Mala flavor - Sea bass,27
7/26/2025,Mala flavor - Qian fish,27
7/27/2025,Chicken knee cartilage,104
7/27/2025,Grilled lamb skewers,143
7/27/2025,Old-jar pickled mustard greens flavor - Jiangtuan,5
7/27/2025,Old-jar pickled mustard greens flavor - Sea bass,5
7/27/2025,Old-jar pickled mustard greens flavor - Qian fish,5
7/27/2025,Garlic flavor - Jiangtuan,9
7/27/2025,Garlic flavor - Sea bass,9
7/27/2025,Garlic flavor - Qian fish,23
7/27/2025,Pickled mustard greens flavor - Jiangtuan,4
7/27/2025,Pickled mustard greens flavor - Sea bass,4
7/27/2025,Pickled mustard greens flavor - Qian fish,4
7/27/2025,Green pepper flavor - Jiangtuan,10
7/27/2025,Green pepper flavor - Sea bass,10
7/27/2025,Green pepper flavor - Qian fish,10
7/27/2025,Mala flavor - Jiangtuan,23
7/27/2025,Mala flavor - Sea bass,23
7/27/2025,Mala flavor - Qian fish,23
7/28/2025,Chicken knee cartilage,38
7/28/2025,Grilled lamb skewers,57
7/28/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/28/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/28/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/28/2025,Garlic flavor - Jiangtuan,4
7/28/2025,Garlic flavor - Sea bass,4
7/28/2025,Garlic flavor - Qian fish,12
7/28/2025,Pickled mustard greens flavor - Jiangtuan,1
7/28/2025,Pickled mustard greens flavor - Sea bass,1
7/28/2025,Pickled mustard greens flavor - Qian fish,1
7/28/2025,Green pepper flavor - Jiangtuan,5
7/28/2025,Green pepper flavor - Sea bass,5
7/28/2025,Green pepper flavor - Qian fish,5
7/28/2025,Mala flavor - Jiangtuan,22
7/28/2025,Mala flavor - Sea bass,22
7/28/2025,Mala flavor - Qian fish,22
7/29/2025,Chicken knee cartilage,73
7/29/2025,Grilled lamb skewers,49
7/29/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/29/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/29/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/29/2025,Garlic flavor - Jiangtuan,7
7/29/2025,Garlic flavor - Sea bass,7
7/29/2025,Garlic flavor - Qian fish,18
7/29/2025,Pickled mustard greens flavor - Jiangtuan,1
7/29/2025,Pickled mustard greens flavor - Sea bass,1
7/29/2025,Pickled mustard greens flavor - Qian fish,1
7/29/2025,Green pepper flavor - Jiangtuan,7
7/29/2025,Green pepper flavor - Sea bass,7
7/29/2025,Green pepper flavor - Qian fish,7
7/29/2025,Mala flavor - Jiangtuan,25
7/29/2025,Mala flavor - Sea bass,25
7/29/2025,Mala flavor - Qian fish,25
7/30/2025,Chicken knee cartilage,54
7/30/2025,Grilled lamb skewers,52
7/30/2025,Old-jar pickled mustard greens flavor - Jiangtuan,2
7/30/2025,Old-jar pickled mustard greens flavor - Sea bass,2
7/30/2025,Old-jar pickled mustard greens flavor - Qian fish,2
7/30/2025,Garlic flavor - Jiangtuan,4
7/30/2025,Garlic flavor - Sea bass,3
7/30/2025,Garlic flavor - Qian fish,10
7/30/2025,Pickled mustard greens flavor - Jiangtuan,1
7/30/2025,Pickled mustard greens flavor - Sea bass,1
7/30/2025,Pickled mustard greens flavor - Qian fish,1
7/30/2025,Green pepper flavor - Jiangtuan,7
7/30/2025,Green pepper flavor - Sea bass,7
7/30/2025,Green pepper flavor - Qian fish,7
7/30/2025,Mala flavor - Jiangtuan,20
7/30/2025,Mala flavor - Sea bass,20
7/30/2025,Mala flavor - Qian fish,20
7/31/2025,Chicken knee cartilage,35
7/31/2025,Grilled lamb skewers,56
7/31/2025,Old-jar pickled mustard greens flavor - Jiangtuan,3
7/31/2025,Old-jar pickled mustard greens flavor - Sea bass,3
7/31/2025,Old-jar pickled mustard greens flavor - Qian fish,3
7/31/2025,Garlic flavor - Jiangtuan,4
7/31/2025,Garlic flavor - Sea bass,3
7/31/2025,Garlic flavor - Qian fish,8
7/31/2025,Pickled mustard greens flavor - Jiangtuan,2
7/31/2025,Pickled mustard greens flavor - Sea bass,2
7/31/2025,Pickled mustard greens flavor - Qian fish,2
7/31/2025,Green pepper flavor - Jiangtuan,6
7/31/2025,Green pepper flavor - Sea bass,5
