date,dish_name,wastage_qty
2025-06-02 21:23:00,Frozen Lamb Skewers (Steel Skewer),1.5
2025-06-02 21:23:00,Frozen Lamb Skewers (Steel Skewer),1.48
2025-06-02 21:23:00,Frozen Lamb Skewers (Steel Skewer),0.95
2025-06-02 21:23:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.17
2025-06-02 21:23:00,Cumin Powder,0.07
2025-06-02 21:23:00,Frozen Lamb Skewers (Steel Skewer),0.78
2025-06-02 21:23:00,Chicken Cartilage Skewers (UOM: Skewer),1.0
2025-06-02 21:23:00,Frozen Lamb Skewers (Steel Skewer),0.25
2025-06-02 21:23:00,Grilled Fish Base - Green Pepper (Kaojiang),40.0
2025-06-02 21:23:00,Garlic Sprouts (Cleaned),0.6
2025-06-02 21:23:00,Chicken Cartilage Skewers (UOM: Skewer),8.0
2025-06-02 21:23:00,Chicken Cartilage Skewers (UOM: Skewer),9.0
2025-06-02 21:23:00,Catfish(Dual UOM),45.0
2025-06-02 21:23:00,Frozen Lamb Skewers (Steel Skewer),1.53
2025-06-02 21:23:00,Chicken Cartilage Skewers (UOM: Skewer),19.0
2025-06-02 21:23:00,Chicken Cartilage Skewers (UOM: Skewer),9.0
2025-06-02 21:23:00,Chicken Cartilage Skewers (UOM: Skewer),3.0
2025-06-02 21:23:00,Grilled Fish Base - Spicy Mala (Kaojiang),0.02
2025-06-02 21:23:00,Chicken Cartilage Skewers (UOM: Skewer),31.0
2025-06-02 21:23:00,Longsnout Catfish (Dual UOM),11.0
2025-06-05 19:56:00,Chinese Leek Sections,2.49
2025-06-05 19:56:00,Pearl Garlic(Dia. 2.5cm),4.78
2025-06-05 19:56:00,Red Finger Chili (Cleaned),1.6
2025-06-05 19:56:00,Channel Catfish,1.5
2025-06-05 19:56:00,Small Channel Catfish,1.5
2025-06-05 19:56:00,Garlic Sprouts (Cleaned),1.27
2025-06-05 19:56:00,Green Bird's Eye Chili (Stemless),5.62
2025-06-05 19:56:00,Longsnout Catfish (Dual UOM),1.0
2025-06-05 19:56:00,Mixed Chili Shreds (5kg/Bag),6.09
2025-06-05 19:56:00,Longsnout Catfish (Dual UOM),3.0
2025-06-05 19:56:00,Grilled Fish Base - Garlic Flavor (Kaojiang),11.66
2025-06-05 19:56:00,Catfish(Dual UOM),44.0
2025-06-05 19:56:00,Black Beans (New Crop),5.33
2025-06-05 19:56:00,Erjingtiao Chili (Cleaned/Stemless),1.91
2025-06-06 09:08:00,Mixed Chili Shreds (5kg/Bag),4.59
2025-06-06 09:08:00,Chicken Cartilage Skewers (UOM: Skewer),9.0
2025-06-06 09:08:00,Red Finger Chili (Cleaned),0.39
2025-06-06 09:08:00,Sea Bass,8.0
2025-06-06 09:08:00,Longsnout Catfish (Dual UOM),6.0
2025-06-06 09:08:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,1.82
2025-06-06 09:08:00,Channel Catfish,51.0
2025-06-06 09:08:00,Garlic Sprouts (Cleaned),0.62
2025-06-06 09:08:00,Grilled Fish Base - Spicy Mala (Kaojiang),1.48
2025-06-06 09:08:00,Black Beans (New Crop),3.2
2025-06-06 09:08:00,Sea Bass,3.0
2025-06-06 09:08:00,Sea Bass,8.0
2025-06-06 09:08:00,Channel Catfish,0.5
2025-06-06 09:08:00,Chinese Leek Sections,1.82
2025-06-06 09:08:00,Grilled Fish Base - Green Pepper (Kaojiang),0.16
2025-06-06 09:08:00,Sea Bass,24.0
2025-06-06 09:08:00,Small Channel Catfish,3.5
2025-06-06 09:08:00,Channel Catfish,3.0
2025-06-07 11:11:00,Mixed Chili Shreds (5kg/Bag),2.6
2025-06-07 11:11:00,Grilled Fish Base - Green Pepper (Kaojiang),0.33
2025-06-07 11:11:00,Longsnout Catfish (Dual UOM),1.0
2025-06-07 11:11:00,Catfish(Dual UOM),6.0
2025-06-07 11:11:00,Channel Catfish,48.0
2025-06-07 11:11:00,Green Bird's Eye Chili (Stemless),0.25
2025-06-07 11:11:00,Garlic Sprouts (Cleaned),0.19
2025-06-07 11:11:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.0
2025-06-07 11:11:00,Frozen Lamb Skewers (Steel Skewer),0.43
2025-06-07 11:11:00,Black Beans (New Crop),0.17
2025-06-07 11:11:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.51
2025-06-08 11:19:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.68
2025-06-08 11:19:00,Erjingtiao Chili (Cleaned/Stemless),1.15
2025-06-08 11:19:00,Grilled Fish Base - Spicy Mala (Kaojiang),8.27
2025-06-08 11:19:00,Black Beans (New Crop),141.77
2025-06-08 11:19:00,Chicken Cartilage Skewers (UOM: Skewer),7.0
2025-06-08 11:19:00,Chinese Leek Sections,0.91
2025-06-08 11:19:00,Catfish(Dual UOM),23.0
2025-06-08 11:19:00,Pearl Garlic(Dia. 2.5cm),2.17
2025-06-08 11:19:00,Mixed Chili Shreds (5kg/Bag),3.96
2025-06-08 11:19:00,Green Bird's Eye Chili (Stemless),8.62
2025-06-09 09:06:00,Chinese Leek Sections,0.12
2025-06-09 09:06:00,Catfish(Dual UOM),29.0
2025-06-09 09:06:00,Garlic Sprouts (Cleaned),0.46
2025-06-09 09:06:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.42
2025-06-09 09:06:00,Sea Bass,18.0
2025-06-09 09:06:00,Channel Catfish,17.0
2025-06-09 09:06:00,Cumin Powder,0.08
2025-06-09 09:06:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.25
2025-06-09 09:06:00,Chicken Cartilage Skewers (UOM: Skewer),2.0
2025-06-09 09:06:00,Frozen Lamb Skewers (Steel Skewer),2.03
2025-06-09 09:06:00,Sea Bass,4.0
2025-06-10 21:51:00,Small Channel Catfish,3.0
2025-06-10 21:51:00,Channel Catfish,3.0
2025-06-10 21:51:00,Red Finger Chili (Cleaned),1.0
2025-06-10 21:51:00,Catfish(Dual UOM),64.0
2025-06-10 21:51:00,Erjingtiao Chili (Cleaned/Stemless),0.79
2025-06-10 21:51:00,Grilled Fish Base - Green Pepper (Kaojiang),0.66
2025-06-10 21:51:00,Longsnout Catfish (Dual UOM),7.0
2025-06-10 21:51:00,Mixed Chili Shreds (5kg/Bag),9.19
2025-06-10 21:51:00,Channel Catfish,1.0
2025-06-10 21:51:00,Grilled Fish Red Oil (Kaojiang),0.89
2025-06-10 21:51:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.72
2025-06-10 21:51:00,Green Bird's Eye Chili (Stemless),4.98
2025-06-10 21:51:00,Pearl Garlic(Dia. 2.5cm),5.67
2025-06-10 21:51:00,Chinese Leek Sections,0.41
2025-06-10 21:51:00,Garlic Sprouts (Cleaned),0.61
2025-06-11 10:55:00,Black Beans (New Crop),3.3
2025-06-11 10:55:00,Chicken Cartilage Skewers (UOM: Skewer),3.0
2025-06-11 10:55:00,Chinese Leek Sections,0.88
2025-06-11 10:55:00,Grilled Fish Base - Garlic Flavor (Kaojiang),2.0
2025-06-11 10:55:00,Channel Catfish,2.0
2025-06-11 10:55:00,Red Finger Chili (Cleaned),0.47
2025-06-11 10:55:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.58
2025-06-11 10:55:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.17
2025-06-11 10:55:00,Green Bird's Eye Chili (Stemless),4.33
2025-06-11 10:55:00,Catfish(Dual UOM),1.0
2025-06-11 10:55:00,Frozen Lamb Skewers (Steel Skewer),0.28
2025-06-11 10:55:00,Sea Bass,2.0
2025-06-11 10:55:00,Small Channel Catfish,2.0
2025-06-11 10:55:00,Garlic Sprouts (Cleaned),0.51
2025-06-11 10:55:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.14
2025-06-13 18:01:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.99
2025-06-13 18:01:00,Garlic Sprouts (Cleaned),0.64
2025-06-13 18:01:00,Pearl Garlic(Dia. 2.5cm),0.17
2025-06-13 18:01:00,Chicken Cartilage Skewers (UOM: Skewer),5.0
2025-06-13 18:01:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.85
2025-06-13 18:01:00,Chinese Leek Sections,1.79
2025-06-13 18:01:00,Grilled Fish Red Oil (Kaojiang),0.12
2025-06-13 18:01:00,Green Bird's Eye Chili (Stemless),0.53
2025-06-13 18:01:00,Sea Bass,3.0
2025-06-13 18:01:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,3.19
2025-06-13 18:01:00,Channel Catfish,7.0
2025-06-14 18:40:00,Green Bird's Eye Chili (Stemless),3.64
2025-06-14 18:40:00,Garlic Sprouts (Cleaned),0.01
2025-06-14 18:40:00,Catfish(Dual UOM),50.0
2025-06-14 18:40:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.24
2025-06-14 18:40:00,Channel Catfish,5.0
2025-06-14 18:40:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,2.48
2025-06-14 18:40:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,1.87
2025-06-14 18:40:00,Grilled Fish Red Oil (Kaojiang),0.12
2025-06-14 18:40:00,Longsnout Catfish (Dual UOM),5.0
2025-06-14 18:40:00,Channel Catfish,3.0
2025-06-14 18:40:00,Chicken Cartilage Skewers (UOM: Skewer),4.0
2025-06-14 18:40:00,Grilled Fish Base - Spicy Mala (Kaojiang),4.07
2025-06-14 18:40:00,Frozen Lamb Skewers (Steel Skewer),1.03
2025-06-14 18:40:00,Small Channel Catfish,3.0
2025-06-14 18:40:00,Mixed Chili Shreds (5kg/Bag),3.17
2025-06-14 18:40:00,Black Beans (New Crop),2.35
2025-06-14 18:40:00,Grilled Fish Base - Green Pepper (Kaojiang),1.33
2025-06-14 18:40:00,Erjingtiao Chili (Cleaned/Stemless),0.3
2025-06-15 22:06:00,Grilled Fish Base - Garlic Flavor (Kaojiang),2.0
2025-06-15 22:06:00,Small Channel Catfish,9.0
2025-06-15 22:06:00,Catfish(Dual UOM),53.0
2025-06-15 22:06:00,Frozen Lamb Skewers (Steel Skewer),0.6
2025-06-15 22:06:00,Grilled Fish Red Oil (Kaojiang),0.03
2025-06-15 22:06:00,Pearl Garlic(Dia. 2.5cm),4.5
2025-06-15 22:06:00,Garlic Sprouts (Cleaned),0.13
2025-06-15 22:06:00,Channel Catfish,6.5
2025-06-15 22:06:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.0
2025-06-15 22:06:00,Channel Catfish,1.0
2025-06-15 22:06:00,Red Bird's Eye Chili (Stemless),0.97
2025-06-15 22:06:00,Channel Catfish,2.5
2025-06-15 22:06:00,Grilled Fish Base - Spicy Mala (Kaojiang),2.87
2025-06-15 22:06:00,Cumin Powder,1.29
2025-06-16 21:52:00,Longsnout Catfish (Dual UOM),1.0
2025-06-16 21:52:00,Green Bird's Eye Chili (Stemless),5.09
2025-06-16 21:52:00,Erjingtiao Chili (Cleaned/Stemless),1.62
2025-06-16 21:52:00,Chinese Leek Sections,1.01
2025-06-16 21:52:00,Grilled Fish Base - Green Pepper (Kaojiang),1.0
2025-06-16 21:52:00,Chicken Cartilage Skewers (UOM: Skewer),7.0
2025-06-16 21:52:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.2
2025-06-16 21:52:00,Frozen Lamb Skewers (Steel Skewer),0.63
2025-06-16 21:52:00,Grilled Fish Red Oil (Kaojiang),0.03
2025-06-18 21:45:00,Frozen Lamb Skewers (Steel Skewer),4.53
2025-06-18 21:45:00,Grilled Fish Base - Green Pepper (Kaojiang),0.65
2025-06-18 21:45:00,Mixed Chili Shreds (5kg/Bag),0.81
2025-06-18 21:45:00,Frozen Lamb Skewers (Steel Skewer),0.93
2025-06-18 21:45:00,Chicken Cartilage Skewers (UOM: Skewer),49.0
2025-06-18 21:45:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.39
2025-06-18 21:45:00,Chicken Cartilage Skewers (UOM: Skewer),5.0
2025-06-18 21:45:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.28
2025-06-18 21:45:00,Chicken Cartilage Skewers (UOM: Skewer),3.0
2025-06-18 21:45:00,Chicken Cartilage Skewers (UOM: Skewer),200.0
2025-06-18 21:45:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.99
2025-06-18 21:45:00,Frozen Lamb Skewers (Steel Skewer),0.25
2025-06-18 21:45:00,Frozen Lamb Skewers (Steel Skewer),0.33
2025-06-18 21:45:00,Frozen Lamb Skewers (Steel Skewer),0.65
2025-06-18 21:45:00,Frozen Lamb Skewers (Steel Skewer),0.85
2025-06-18 21:45:00,Sea Bass,4.0
2025-06-18 21:45:00,Sea Bass,8.0
2025-06-18 21:45:00,Garlic Sprouts (Cleaned),0.83
2025-06-18 21:45:00,Pearl Garlic(Dia. 2.5cm),1.67
2025-06-18 21:45:00,Grilled Fish Base - Spicy Mala (Kaojiang),0.93
2025-06-18 21:45:00,Chicken Cartilage Skewers (UOM: Skewer),3.0
2025-06-18 21:45:00,Chicken Cartilage Skewers (UOM: Skewer),3.0
2025-06-19 11:48:00,Grilled Fish Base - Garlic Flavor (Kaojiang),0.66
2025-06-19 11:48:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,3.6
2025-06-19 11:48:00,Chinese Leek Sections,1.15
2025-06-19 11:48:00,Black Beans (New Crop),0.35
2025-06-19 11:48:00,Channel Catfish,1.0
2025-06-19 11:48:00,Red Finger Chili (Cleaned),0.04
2025-06-19 11:48:00,Pearl Garlic(Dia. 2.5cm),0.45
2025-06-19 11:48:00,Red Bird's Eye Chili (Stemless),0.99
2025-06-19 11:48:00,Grilled Fish Red Oil (Kaojiang),0.15
2025-06-19 11:48:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.56
2025-06-19 11:48:00,Garlic Sprouts (Cleaned),0.41
2025-06-19 11:48:00,Erjingtiao Chili (Cleaned/Stemless),4.05
2025-06-19 11:48:00,Catfish(Dual UOM),6.0
2025-06-19 11:48:00,Mixed Chili Shreds (5kg/Bag),4.41
2025-06-19 11:48:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.15
2025-06-19 11:48:00,Green Bird's Eye Chili (Stemless),1.58
2025-06-21 22:06:00,Grilled Fish Base - Garlic Flavor (Kaojiang),83.66
2025-06-21 22:06:00,Mixed Chili Shreds (5kg/Bag),25.35
2025-06-21 22:06:00,Chinese Leek Sections,2.47
2025-06-21 22:06:00,Erjingtiao Chili (Cleaned/Stemless),2.02
2025-06-21 22:06:00,Grilled Fish Red Oil (Kaojiang),10.6
2025-06-21 22:06:00,Small Channel Catfish,1.5
2025-06-21 22:06:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,15.5
2025-06-21 22:06:00,Channel Catfish,7.0
2025-06-21 22:06:00,Channel Catfish,31.0
2025-06-21 22:06:00,Catfish(Dual UOM),19.0
2025-06-21 22:06:00,Channel Catfish,36.0
2025-06-21 22:06:00,Green Bird's Eye Chili (Stemless),7.34
2025-06-21 22:06:00,Cumin Powder,2.11
2025-06-21 22:06:00,Channel Catfish,1.5
2025-06-21 22:06:00,Chicken Cartilage Skewers (UOM: Skewer),19.0
2025-06-21 22:06:00,Sea Bass,22.0
2025-06-21 22:06:00,Sea Bass,4.0
2025-06-21 22:06:00,Chicken Cartilage Skewers (UOM: Skewer),18.0
2025-06-21 22:06:00,Sea Bass,48.0
2025-06-21 22:06:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,4.29
2025-06-21 22:06:00,Pearl Garlic(Dia. 2.5cm),1.61
2025-06-21 22:06:00,Longsnout Catfish (Dual UOM),9.0
2025-06-21 22:06:00,Garlic Sprouts (Cleaned),2.01
2025-06-21 22:06:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,4.4
2025-06-21 22:06:00,Channel Catfish,1.0
2025-06-21 22:06:00,Grilled Fish Base - Spicy Mala (Kaojiang),426.12
2025-06-21 22:06:00,Frozen Lamb Skewers (Steel Skewer),7.0
2025-06-21 22:06:00,Grilled Fish Base - Green Pepper (Kaojiang),113.47
2025-06-21 22:06:00,Channel Catfish,1.0
2025-06-21 22:06:00,Chicken Cartilage Skewers (UOM: Skewer),38.0
2025-06-21 22:06:00,Chicken Cartilage Skewers (UOM: Skewer),100.0
2025-06-21 22:06:00,Chicken Cartilage Skewers (UOM: Skewer),100.0
2025-06-21 22:06:00,Black Beans (New Crop),157.82
2025-06-21 22:06:00,Frozen Lamb Skewers (Steel Skewer),7.4
2025-06-21 22:06:00,Red Finger Chili (Cleaned),1.22
2025-06-21 22:06:00,Sea Bass,20.0
2025-06-23 17:31:00,Black Beans (New Crop),2.27
2025-06-23 17:31:00,Red Bird's Eye Chili (Stemless),1.97
2025-06-23 17:31:00,Erjingtiao Chili (Cleaned/Stemless),0.62
2025-06-23 17:31:00,Frozen Lamb Skewers (Steel Skewer),0.78
2025-06-23 17:31:00,Chinese Leek Sections,1.72
2025-06-23 17:31:00,Green Bird's Eye Chili (Stemless),6.46
2025-06-23 17:31:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.64
2025-06-23 17:31:00,Grilled Fish Base - Garlic Flavor (Kaojiang),2.0
2025-06-23 17:31:00,Sea Bass,24.0
2025-06-24 09:47:00,Grilled Fish Base - Spicy Mala (Kaojiang),0.52
2025-06-24 09:47:00,Cumin Powder,1.52
2025-06-24 09:47:00,Black Beans (New Crop),8.79
2025-06-24 09:47:00,Small Channel Catfish,16.0
2025-06-24 09:47:00,Longsnout Catfish (Dual UOM),2.0
2025-06-24 09:47:00,Catfish(Dual UOM),70.0
2025-06-24 09:47:00,Garlic Sprouts (Cleaned),0.38
2025-06-24 09:47:00,Channel Catfish,16.0
2025-06-24 09:47:00,Grilled Fish Red Oil (Kaojiang),0.02
2025-06-24 09:47:00,Frozen Lamb Skewers (Steel Skewer),0.58
2025-06-24 09:47:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.78
2025-06-24 09:47:00,Red Finger Chili (Cleaned),1.01
2025-06-24 09:47:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.71
2025-06-25 23:08:00,Sea Bass,3.0
2025-06-25 23:08:00,Channel Catfish,9.5
2025-06-25 23:08:00,Chinese Leek Sections,1.18
2025-06-25 23:08:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.15
2025-06-25 23:08:00,Channel Catfish,7.0
2025-06-25 23:08:00,Grilled Fish Red Oil (Kaojiang),0.55
2025-06-25 23:08:00,Grilled Fish Base - Green Pepper (Kaojiang),1.66
2025-06-25 23:08:00,Mixed Chili Shreds (5kg/Bag),13.71
2025-06-25 23:08:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.24
2025-06-25 23:08:00,Black Beans (New Crop),8.21
2025-06-25 23:08:00,Green Bird's Eye Chili (Stemless),0.53
2025-06-25 23:08:00,Garlic Sprouts (Cleaned),1.86
2025-06-25 23:08:00,Small Channel Catfish,9.5
2025-06-25 23:08:00,Pearl Garlic(Dia. 2.5cm),2.28
2025-06-27 11:23:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.07
2025-06-27 11:23:00,Channel Catfish,20.0
2025-06-27 11:23:00,Chicken Cartilage Skewers (UOM: Skewer),38.0
2025-06-27 11:23:00,Grilled Fish Base - Garlic Flavor (Kaojiang),14.66
2025-06-27 11:23:00,Small Channel Catfish,20.0
2025-06-27 11:23:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.39
2025-06-27 11:23:00,Longsnout Catfish (Dual UOM),8.0
2025-06-27 11:23:00,Frozen Lamb Skewers (Steel Skewer),0.73
2025-06-27 11:23:00,Garlic Sprouts (Cleaned),1.0
2025-06-27 11:23:00,Green Bird's Eye Chili (Stemless),1.42
2025-06-27 11:23:00,Channel Catfish,1.0
2025-06-27 11:23:00,Catfish(Dual UOM),28.0
2025-06-28 00:54:00,Black Beans (New Crop),9.14
2025-06-28 00:54:00,Pearl Garlic(Dia. 2.5cm),5.78
2025-06-28 00:54:00,Grilled Fish Base - Green Pepper (Kaojiang),7.33
2025-06-28 00:54:00,Sea Bass,7.0
2025-06-28 00:54:00,Sea Bass,2.0
2025-06-28 00:54:00,Garlic Sprouts (Cleaned),0.31
2025-06-28 00:54:00,Grilled Fish Base - Spicy Mala (Kaojiang),5.67
2025-06-28 00:54:00,Mixed Chili Shreds (5kg/Bag),7.36
2025-06-28 00:54:00,Grilled Fish Red Oil (Kaojiang),1.06
2025-06-28 00:54:00,Channel Catfish,6.0
2025-06-28 00:54:00,Chicken Cartilage Skewers (UOM: Skewer),28.0
2025-06-28 00:54:00,Chicken Cartilage Skewers (UOM: Skewer),78.0
2025-06-28 00:54:00,Red Finger Chili (Cleaned),0.17
2025-06-28 23:22:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.0
2025-06-28 23:22:00,Chinese Leek Sections,0.65
2025-06-28 23:22:00,Sea Bass,5.0
2025-06-28 23:22:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,5.56
2025-06-28 23:22:00,Garlic Sprouts (Cleaned),0.13
2025-06-28 23:22:00,Frozen Lamb Skewers (Steel Skewer),1.63
2025-06-28 23:22:00,Grilled Fish Base - Spicy Mala (Kaojiang),1.49
2025-06-28 23:22:00,Catfish(Dual UOM),28.0
2025-06-28 23:22:00,Channel Catfish,7.0
2025-06-28 23:22:00,Black Beans (New Crop),2.1
2025-06-28 23:22:00,Longsnout Catfish (Dual UOM),7.0
2025-06-28 23:22:00,Green Bird's Eye Chili (Stemless),5.04
2025-06-29 23:23:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.42
2025-06-29 23:23:00,Channel Catfish,88.0
2025-06-29 23:23:00,Grilled Fish Base - Green Pepper (Kaojiang),8.0
2025-06-29 23:23:00,Red Bird's Eye Chili (Stemless),1.0
2025-06-29 23:23:00,Garlic Sprouts (Cleaned),1.0
2025-06-29 23:23:00,Longsnout Catfish (Dual UOM),23.0
2025-06-29 23:23:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,8.0
2025-06-29 23:23:00,Red Finger Chili (Cleaned),1.0
2025-06-29 23:23:00,Pearl Garlic(Dia. 2.5cm),6.0
2025-06-29 23:23:00,Sea Bass,17.0
2025-06-29 23:23:00,Chicken Cartilage Skewers (UOM: Skewer),13.0
2025-06-29 23:23:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.9
2025-06-29 23:23:00,Catfish(Dual UOM),124.0
2025-06-29 23:23:00,Frozen Lamb Skewers (Steel Skewer),1.38
2025-06-29 23:23:00,Chinese Leek Sections,0.28
2025-06-29 23:23:00,Grilled Fish Red Oil (Kaojiang),2.0
2025-06-29 23:23:00,Grilled Fish Base - Garlic Flavor (Kaojiang),1.0
2025-06-29 23:23:00,Green Bird's Eye Chili (Stemless),1.0
2025-06-30 23:53:00,Mixed Chili Shreds (5kg/Bag),2.73
2025-06-30 23:53:00,Red Finger Chili (Cleaned),0.38
2025-06-30 23:53:00,Catfish(Dual UOM),21.0
2025-06-30 23:53:00,Grilled Fish Red Oil (Kaojiang),2.26
2025-06-30 23:53:00,"Pickled Mustard Stems (Diced, No Leaf)",4.58
2025-06-30 23:53:00,Channel Catfish,13.0
2025-06-30 23:53:00,Garlic Sprouts (Cleaned),0.71
2025-06-30 23:53:00,Green Bird's Eye Chili (Stemless),2.07
2025-06-30 23:53:00,Grilled Fish Base - Garlic Flavor (Kaojiang),3.66
2025-06-30 23:53:00,Green Sichuan Pepper Oil (5L x 2 Btls),0.99
2025-06-30 23:53:00,Cumin Powder,0.38
2025-06-30 23:53:00,Aromatic Pepper Oil (Caihesheng) Spec: 720ml x 12 Btls/Case,6.0
2025-06-30 23:53:00,Chinese Leek Sections,0.23
2025-06-30 23:53:00,Sea Bass,29.0
2025-06-30 23:53:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,2.25
2025-06-30 23:53:00,Longsnout Catfish (Dual UOM),7.0
2025-06-30 23:53:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,0.05
2025-06-30 23:53:00,Red Bird's Eye Chili (Stemless),0.98
2025-06-30 23:53:00,"Snowflake Salt (Chuanjing, Iodized) Spec: 500g x 50 Bags/Case",3.37
2025-06-30 23:53:00,White Vinegar (Gengyuquan) Spec: 420ml x 20 Btls/Case,5.6
2025-07-02 00:26:00,Green Bird's Eye Chili (Stemless),1.05
2025-07-02 00:26:00,Mixed Chili Shreds (5kg/Bag),0.24
2025-07-02 00:26:00,Grilled Fish Base - Green Pepper (Kaojiang),0.49
2025-07-02 00:26:00,Channel Catfish,3.0
2025-07-02 00:26:00,Longsnout Catfish (Dual UOM),6.0
2025-07-02 00:26:00,Garlic Sprouts (Cleaned),0.49
2025-07-02 00:26:00,Catfish(Dual UOM),19.0
2025-07-02 00:26:00,Channel Catfish,14.0
2025-07-02 00:26:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,0.24
2025-07-02 00:26:00,Grilled Fish Base - Garlic Flavor (Kaojiang),12.32
2025-07-02 00:26:00,Pearl Garlic(Dia. 2.5cm),0.17
2025-07-02 00:26:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.25
2025-07-02 00:26:00,Small Channel Catfish,14.0
2025-07-02 00:26:00,Grilled Fish Base - Spicy Mala (Kaojiang),20.37
2025-07-02 00:26:00,Frozen Lamb Skewers (Steel Skewer),0.8
2025-07-03 20:42:00,Grilled Fish Red Oil (Kaojiang),0.65
2025-07-03 20:42:00,Chicken Cartilage Skewers (UOM: Skewer),44.0
2025-07-03 20:42:00,Fresh Sichuan Peppercorns (Green) Spec: 400g x 40 Bags/Case,0.23
2025-07-03 20:42:00,Channel Catfish,19.0
2025-07-03 20:42:00,Green Bird's Eye Chili (Stemless),1.86
2025-07-03 20:42:00,Longsnout Catfish (Dual UOM),3.0
2025-07-03 20:42:00,Chinese Leek Sections,0.62
2025-07-03 20:42:00,Soybean Oil (Golden Arowana)  Spec: 9.2kg (18.4 Jin) x 2 Drums/Case,1.44
2025-07-03 20:42:00,Cumin Powder,1.49
2025-07-03 20:42:00,Sea Bass,5.0
2025-07-03 20:42:00,Small Channel Catfish,19.0
2025-07-03 20:42:00,Frozen Lamb Skewers (Steel Skewer),0.9
2025-07-03 20:42:00,Black Beans (New Crop),5.91
2025-07-03 20:42:00,Garlic Sprouts (Cleaned),0.3
2025-07-03 20:42:00,Rapeseed Oil (Golden Arowana) Spec: 10L x 2 Drums/Case,1.33
2025-07-04 03:10:00,Channel Catfish,3.0
2025-07-04 03:10:00,Channel Catfish,13.0
2025-07-04 03:10:00,Longsnout Catfish (Dual UOM),1.0
2025-07-04 03:10:00,Mixed Chili Shreds (5kg/Bag),1.38
