date,dish_name,quantity
2024-03-09,Tandoori Chicken,208
2024-03-09,Spaghetti Carbonara,281
2024-03-09,Roti Canai,1203
2024-03-09,Mushroom Soup,277
2024-03-09,Laksa,123
2024-03-09,Nasi Lemak,836
2024-03-09,Iced Lemon Tea,3046
2024-03-09,Chicken Rice,258
2024-03-09,Char Kway Teow,436
2024-03-09,Cendol,877
2024-03-09,Beef Rendang,280
2024-03-09,Kaya Toast Set,2987
2024-03-10,Mushroom Soup,231
2024-03-10,Tandoori Chicken,210
2024-03-10,Roti Canai,1201
2024-03-10,Nasi Lemak,601
2024-03-10,Kaya Toast Set,2202
2024-03-10,Cendol,751
2024-03-10,Chicken Rice,545
2024-03-10,Chicken Chop,310
2024-03-10,Char Kway Teow,261
2024-03-10,Beef Rendang,157
2024-03-10,Teh Tarik,2052
2024-03-10,Iced Lemon Tea,692
2024-03-11,Spaghetti Carbonara,83
2024-03-11,Roti Canai,578
2024-03-11,Teh Tarik,2047
2024-03-11,Tandoori Chicken,95
2024-03-11,Nasi Lemak,1020
2024-03-11,Laksa,258
2024-03-11,Iced Lemon Tea,317
2024-03-11,Chicken Chop,232
2024-03-11,Cendol,441
2024-03-11,Beef Rendang,101
2024-03-12,Tandoori Chicken,486
2024-03-12,Spaghetti Carbonara,474
2024-03-12,Roti Canai,1585
2024-03-12,Mushroom Soup,333
2024-03-12,Kaya Toast Set,1554
2024-03-12,Teh Tarik,1356
2024-03-12,Chicken Chop,454
2024-03-12,Char Kway Teow,104
2024-03-12,Cendol,582
2024-03-12,Beef Rendang,200
2024-03-12,Iced Lemon Tea,564
2024-03-13,Tandoori Chicken,796
2024-03-13,Spaghetti Carbonara,22
2024-03-13,Roti Canai,1177
2024-03-13,Nasi Lemak,663
2024-03-13,Mushroom Soup,108
2024-03-13,Laksa,721
2024-03-13,Iced Lemon Tea,549
2024-03-13,Chicken Rice,153
2024-03-13,Chicken Chop,481
2024-03-13,Char Kway Teow,100
2024-03-13,Cendol,573
2024-03-13,Teh Tarik,1788
2024-03-13,Kaya Toast Set,686
2024-03-14,Spaghetti Carbonara,139
2024-03-14,Chicken Rice,428
2024-03-14,Teh Tarik,693
2024-03-14,Roti Canai,896
2024-03-14,Tandoori Chicken,548
2024-03-14,Nasi Lemak,1000
2024-03-14,Cendol,454
2024-03-14,Kaya Toast Set,1089
2024-03-14,Iced Lemon Tea,520
2024-03-14,Chicken Chop,330
2024-03-14,Mushroom Soup,103
2024-03-14,Beef Rendang,377
2024-03-15,Teh Tarik,420
2024-03-15,Tandoori Chicken,385
2024-03-15,Nasi Lemak,203
2024-03-15,Mushroom Soup,159
2024-03-15,Laksa,336
2024-03-15,Kaya Toast Set,996
2024-03-15,Chicken Rice,571
2024-03-15,Chicken Chop,139
2024-03-15,Char Kway Teow,262
2024-03-15,Cendol,377
2024-03-15,Beef Rendang,594
2024-03-15,Iced Lemon Tea,340
2024-03-16,Nasi Lemak,851
2024-03-16,Teh Tarik,4829
2024-03-16,Tandoori Chicken,100
2024-03-16,Spaghetti Carbonara,342
2024-03-16,Roti Canai,1806
2024-03-16,Mushroom Soup,0
2024-03-16,Beef Rendang,465
2024-03-16,Kaya Toast Set,1790
2024-03-16,Iced Lemon Tea,1217
2024-03-16,Chicken Chop,648
2024-03-16,Cendol,2412
2024-03-16,Laksa,351
2024-03-17,Mushroom Soup,665
2024-03-17,Teh Tarik,3146
2024-03-17,Tandoori Chicken,328
2024-03-17,Spaghetti Carbonara,703
2024-03-17,Roti Canai,263
2024-03-17,Nasi Lemak,456
2024-03-17,Laksa,178
2024-03-17,Beef Rendang,443
2024-03-17,Iced Lemon Tea,324
2024-03-17,Chicken Rice,847
2024-03-17,Chicken Chop,567
2024-03-17,Char Kway Teow,217
2024-03-17,Cendol,444
2024-03-17,Kaya Toast Set,5179
2024-03-18,Teh Tarik,1059
2024-03-18,Roti Canai,1215
2024-03-18,Nasi Lemak,621
2024-03-18,Mushroom Soup,106
2024-03-18,Laksa,318
2024-03-18,Kaya Toast Set,1179
2024-03-18,Chicken Rice,380
2024-03-18,Chicken Chop,241
2024-03-18,Cendol,199
2024-03-18,Beef Rendang,471
2024-03-18,Iced Lemon Tea,250
2024-03-19,Mushroom Soup,227
2024-03-19,Tandoori Chicken,0
2024-03-19,Spaghetti Carbonara,305
2024-03-19,Roti Canai,941
2024-03-19,Nasi Lemak,171
2024-03-19,Teh Tarik,372
2024-03-19,Laksa,266
2024-03-19,Iced Lemon Tea,675
2024-03-19,Beef Rendang,113
2024-03-19,Kaya Toast Set,301
2024-03-19,Char Kway Teow,339
2024-03-19,Cendol,903
2024-03-20,Teh Tarik,3130
2024-03-20,Tandoori Chicken,374
2024-03-20,Spaghetti Carbonara,83
2024-03-20,Roti Canai,84
2024-03-20,Kaya Toast Set,1235
2024-03-20,Nasi Lemak,304
2024-03-20,Chicken Chop,484
2024-03-20,Char Kway Teow,422
2024-03-20,Cendol,463
2024-03-20,Beef Rendang,116
2024-03-20,Iced Lemon Tea,608
2024-03-21,Roti Canai,530
2024-03-21,Teh Tarik,2266
2024-03-21,Tandoori Chicken,369
2024-03-21,Spaghetti Carbonara,39
2024-03-21,Nasi Lemak,341
2024-03-21,Cendol,149
2024-03-21,Kaya Toast Set,2455
2024-03-21,Chicken Rice,139
2024-03-21,Char Kway Teow,238
2024-03-21,Laksa,30
2024-03-22,Tandoori Chicken,0
2024-03-22,Spaghetti Carbonara,365
2024-03-22,Roti Canai,547
2024-03-22,Kaya Toast Set,2078
2024-03-22,Mushroom Soup,295
2024-03-22,Chicken Chop,88
2024-03-22,Iced Lemon Tea,1198
2024-03-22,Beef Rendang,309
2024-03-22,Laksa,269
2024-03-22,Char Kway Teow,337
2024-03-22,Cendol,282
2024-03-23,Teh Tarik,1524
2024-03-23,Spaghetti Carbonara,719
2024-03-23,Roti Canai,2584
2024-03-23,Nasi Lemak,398
2024-03-23,Mushroom Soup,173
2024-03-23,Tandoori Chicken,80
2024-03-23,Iced Lemon Tea,369
2024-03-23,Chicken Rice,675
2024-03-23,Chicken Chop,243
2024-03-23,Cendol,882
2024-03-23,Beef Rendang,407
2024-03-23,Laksa,518
2024-03-24,Teh Tarik,1249
2024-03-24,Tandoori Chicken,450
2024-03-24,Spaghetti Carbonara,149
2024-03-24,Mushroom Soup,205
2024-03-24,Kaya Toast Set,2052
2024-03-24,Iced Lemon Tea,336
2024-03-24,Chicken Chop,615
2024-03-24,Cendol,761
2024-03-24,Chicken Rice,0
2024-03-24,Beef Rendang,58
2024-03-25,Teh Tarik,1845
2024-03-25,Laksa,599
2024-03-25,Tandoori Chicken,646
2024-03-25,Roti Canai,1126
2024-03-25,Nasi Lemak,663
2024-03-25,Mushroom Soup,89
2024-03-25,Kaya Toast Set,1381
2024-03-25,Chicken Chop,394
2024-03-25,Beef Rendang,155
2024-03-25,Chicken Rice,651
2024-03-25,Char Kway Teow,152
2024-03-25,Cendol,453
2024-03-26,Teh Tarik,967
2024-03-26,Spaghetti Carbonara,266
2024-03-26,Nasi Lemak,518
2024-03-26,Kaya Toast Set,1298
2024-03-26,Mushroom Soup,39
2024-03-26,Chicken Chop,203
2024-03-26,Char Kway Teow,340
2024-03-26,Cendol,1120
2024-03-26,Beef Rendang,206
2024-03-26,Chicken Rice,96
2024-03-27,Nasi Lemak,419
2024-03-27,Tandoori Chicken,365
2024-03-27,Teh Tarik,2569
2024-03-27,Spaghetti Carbonara,106
2024-03-27,Mushroom Soup,1034
2024-03-27,Cendol,179
2024-03-27,Chicken Rice,564
2024-03-27,Chicken Chop,427
2024-03-27,Kaya Toast Set,193
2024-03-27,Beef Rendang,455
2024-03-28,Mushroom Soup,258
2024-03-28,Teh Tarik,633
2024-03-28,Tandoori Chicken,0
2024-03-28,Spaghetti Carbonara,209
2024-03-28,Roti Canai,301
2024-03-28,Nasi Lemak,262
2024-03-28,Laksa,0
2024-03-28,Iced Lemon Tea,1324
2024-03-28,Chicken Rice,226
2024-03-28,Chicken Chop,87
2024-03-28,Cendol,1077
2024-03-28,Beef Rendang,527
2024-03-28,Kaya Toast Set,766
2024-03-29,Teh Tarik,939
2024-03-29,Tandoori Chicken,409
2024-03-29,Spaghetti Carbonara,242
2024-03-29,Mushroom Soup,225
2024-03-29,Laksa,200
2024-03-29,Kaya Toast Set,1737
2024-03-29,Nasi Lemak,261
2024-03-29,Chicken Rice,451
2024-03-29,Chicken Chop,115
2024-03-29,Char Kway Teow,197
2024-03-29,Cendol,506
2024-03-29,Beef Rendang,95
2024-03-29,Iced Lemon Tea,390
2024-03-30,Tandoori Chicken,365
2024-03-30,Spaghetti Carbonara,321
2024-03-30,Roti Canai,2217
2024-03-30,Nasi Lemak,708
2024-03-30,Mushroom Soup,179
2024-03-30,Chicken Rice,265
2024-03-30,Iced Lemon Tea,722
2024-03-30,Char Kway Teow,89
2024-03-30,Cendol,1058
2024-03-30,Teh Tarik,2268
2024-03-30,Kaya Toast Set,4435
2024-03-31,Tandoori Chicken,157
2024-03-31,Spaghetti Carbonara,287
2024-03-31,Teh Tarik,1805
2024-03-31,Nasi Lemak,742
2024-03-31,Mushroom Soup,457
2024-03-31,Kaya Toast Set,1654
2024-03-31,Iced Lemon Tea,462
2024-03-31,Chicken Chop,0
2024-03-31,Char Kway Teow,224
2024-03-31,Cendol,797
2024-04-01,Teh Tarik,2079
2024-04-01,Tandoori Chicken,191
2024-04-01,Spaghetti Carbonara,241
2024-04-01,Roti Canai,412
2024-04-01,Nasi Lemak,712
2024-04-01,Kaya Toast Set,686
2024-04-01,Chicken Rice,279
2024-04-01,Chicken Chop,236
2024-04-01,Char Kway Teow,191
2024-04-01,Cendol,860
2024-04-01,Beef Rendang,9
2024-04-01,Iced Lemon Tea,1333
2024-04-02,Nasi Lemak,1193
2024-04-02,Teh Tarik,4311
2024-04-02,Tandoori Chicken,258
2024-04-02,Spaghetti Carbonara,367
2024-04-02,Roti Canai,976
2024-04-02,Mushroom Soup,58
2024-04-02,Beef Rendang,212
2024-04-02,Iced Lemon Tea,269
2024-04-02,Chicken Rice,744
2024-04-02,Chicken Chop,624
2024-04-02,Char Kway Teow,161
2024-04-02,Cendol,867
2024-04-02,Kaya Toast Set,1038
2024-04-03,Nasi Lemak,921
2024-04-03,Teh Tarik,2118
2024-04-03,Tandoori Chicken,163
2024-04-03,Spaghetti Carbonara,188
2024-04-03,Roti Canai,149
2024-04-03,Mushroom Soup,318
2024-04-03,Iced Lemon Tea,246
2024-04-03,Kaya Toast Set,1734
2024-04-03,Laksa,635
2024-04-03,Chicken Rice,224
2024-04-03,Chicken Chop,488
2024-04-03,Cendol,1044
2024-04-03,Beef Rendang,91
2024-04-04,Teh Tarik,3501
2024-04-04,Spaghetti Carbonara,75
2024-04-04,Roti Canai,542
2024-04-04,Mushroom Soup,101
2024-04-04,Kaya Toast Set,1044
2024-04-04,Iced Lemon Tea,487
2024-04-04,Chicken Rice,405
2024-04-04,Char Kway Teow,115
2024-04-04,Cendol,350
2024-04-04,Beef Rendang,0
2024-04-05,Teh Tarik,859
2024-04-05,Tandoori Chicken,465
2024-04-05,Spaghetti Carbonara,215
2024-04-05,Roti Canai,2129
2024-04-05,Nasi Lemak,578
2024-04-05,Mushroom Soup,54
2024-04-05,Beef Rendang,56
2024-04-05,Kaya Toast Set,1061
2024-04-05,Iced Lemon Tea,803
2024-04-05,Chicken Rice,109
2024-04-05,Cendol,974
2024-04-05,Laksa,68
2024-04-06,Nasi Lemak,603
2024-04-06,Teh Tarik,633
2024-04-06,Tandoori Chicken,700
2024-04-06,Spaghetti Carbonara,623
2024-04-06,Mushroom Soup,329
2024-04-06,Cendol,1321
2024-04-06,Iced Lemon Tea,1534
2024-04-06,Chicken Rice,206
2024-04-06,Chicken Chop,682
2024-04-06,Char Kway Teow,381
2024-04-06,Kaya Toast Set,1116
2024-04-07,Teh Tarik,1958
2024-04-07,Nasi Lemak,1015
2024-04-07,Mushroom Soup,265
2024-04-07,Laksa,319
2024-04-07,Kaya Toast Set,1072
2024-04-07,Iced Lemon Tea,433
2024-04-07,Chicken Chop,384
2024-04-07,Cendol,1211
2024-04-08,Tandoori Chicken,180
2024-04-08,Teh Tarik,1417
2024-04-08,Roti Canai,311
2024-04-08,Nasi Lemak,819
2024-04-08,Mushroom Soup,0
2024-04-08,Cendol,597
2024-04-08,Chicken Rice,69
2024-04-08,Chicken Chop,141
2024-04-08,Char Kway Teow,344
2024-04-08,Beef Rendang,136
2024-04-08,Iced Lemon Tea,891
2024-04-09,Teh Tarik,1879
2024-04-09,Tandoori Chicken,503
2024-04-09,Spaghetti Carbonara,63
2024-04-09,Roti Canai,525
2024-04-09,Mushroom Soup,394
2024-04-09,Nasi Lemak,1337
2024-04-09,Iced Lemon Tea,442
2024-04-09,Chicken Chop,394
2024-04-09,Char Kway Teow,290
2024-04-09,Cendol,170
2024-04-09,Kaya Toast Set,958
2024-04-10,Teh Tarik,609
2024-04-10,Spaghetti Carbonara,65
2024-04-10,Roti Canai,354
2024-04-10,Nasi Lemak,543
2024-04-10,Mushroom Soup,358
2024-04-10,Tandoori Chicken,451
2024-04-10,Chicken Rice,291
2024-04-10,Chicken Chop,432
2024-04-10,Char Kway Teow,409
2024-04-10,Cendol,946
2024-04-10,Beef Rendang,0
2024-04-10,Iced Lemon Tea,502
2024-04-11,Teh Tarik,1547
2024-04-11,Tandoori Chicken,231
2024-04-11,Spaghetti Carbonara,408
2024-04-11,Nasi Lemak,397
2024-04-11,Kaya Toast Set,497
2024-04-11,Iced Lemon Tea,731
2024-04-11,Chicken Chop,110
2024-04-11,Cendol,763
2024-04-11,Laksa,185
2024-04-12,Mushroom Soup,256
2024-04-12,Teh Tarik,277
2024-04-12,Spaghetti Carbonara,186
2024-04-12,Roti Canai,596
2024-04-12,Kaya Toast Set,1016
2024-04-12,Beef Rendang,200
2024-04-12,Chicken Rice,311
2024-04-12,Chicken Chop,592
2024-04-12,Char Kway Teow,345
2024-04-12,Cendol,988
2024-04-12,Iced Lemon Tea,602
2024-04-13,Teh Tarik,3315
2024-04-13,Tandoori Chicken,53
2024-04-13,Spaghetti Carbonara,651
2024-04-13,Roti Canai,1119
2024-04-13,Nasi Lemak,683
2024-04-13,Mushroom Soup,143
2024-04-13,Laksa,157
2024-04-13,Iced Lemon Tea,1028
2024-04-13,Chicken Rice,554
2024-04-13,Chicken Chop,257
2024-04-13,Char Kway Teow,111
2024-04-13,Cendol,1112
2024-04-13,Beef Rendang,134
2024-04-13,Kaya Toast Set,1418
2024-04-14,Mushroom Soup,13
2024-04-14,Tandoori Chicken,656
2024-04-14,Spaghetti Carbonara,268
2024-04-14,Roti Canai,779
2024-04-14,Nasi Lemak,849
2024-04-14,Laksa,264
2024-04-14,Teh Tarik,4917
2024-04-14,Iced Lemon Tea,1991
2024-04-14,Chicken Chop,254
2024-04-14,Char Kway Teow,395
2024-04-14,Cendol,2434
2024-04-14,Beef Rendang,0
2024-04-14,Kaya Toast Set,3530
2024-04-15,Teh Tarik,1563
2024-04-15,Tandoori Chicken,44
2024-04-15,Spaghetti Carbonara,23
2024-04-15,Roti Canai,1138
2024-04-15,Nasi Lemak,873
2024-04-15,Kaya Toast Set,2061
2024-04-15,Iced Lemon Tea,590
2024-04-15,Chicken Rice,363
2024-04-15,Chicken Chop,148
2024-04-15,Char Kway Teow,258
2024-04-15,Cendol,108
2024-04-15,Beef Rendang,56
2024-04-16,Teh Tarik,1198
2024-04-16,Tandoori Chicken,0
2024-04-16,Spaghetti Carbonara,264
2024-04-16,Roti Canai,872
2024-04-16,Nasi Lemak,755
2024-04-16,Mushroom Soup,12
2024-04-16,Beef Rendang,50
2024-04-16,Kaya Toast Set,760
2024-04-16,Iced Lemon Tea,750
2024-04-16,Chicken Chop,399
2024-04-16,Char Kway Teow,691
2024-04-16,Cendol,318
2024-04-16,Laksa,169
2024-04-17,Teh Tarik,926
2024-04-17,Tandoori Chicken,122
2024-04-17,Spaghetti Carbonara,154
2024-04-17,Roti Canai,1163
2024-04-17,Nasi Lemak,639
2024-04-17,Mushroom Soup,130
2024-04-17,Chicken Rice,406
2024-04-17,Iced Lemon Tea,880
2024-04-17,Chicken Chop,827
2024-04-17,Char Kway Teow,303
2024-04-17,Cendol,1041
2024-04-17,Beef Rendang,101
2024-04-17,Kaya Toast Set,1482
2024-04-18,Teh Tarik,2785
2024-04-18,Tandoori Chicken,447
2024-04-18,Roti Canai,2256
2024-04-18,Nasi Lemak,1036
2024-04-18,Mushroom Soup,170
2024-04-18,Iced Lemon Tea,1387
2024-04-18,Chicken Chop,303
2024-04-18,Char Kway Teow,350
2024-04-18,Cendol,1125
2024-04-18,Beef Rendang,183
2024-04-18,Kaya Toast Set,957
2024-04-19,Roti Canai,996
2024-04-19,Teh Tarik,1120
2024-04-19,Tandoori Chicken,494
2024-04-19,Spaghetti Carbonara,207
2024-04-19,Nasi Lemak,775
2024-04-19,Beef Rendang,129
2024-04-19,Kaya Toast Set,1596
2024-04-19,Iced Lemon Tea,162
2024-04-19,Char Kway Teow,302
2024-04-19,Cendol,131
2024-04-19,Mushroom Soup,0
2024-04-20,Mushroom Soup,278
2024-04-20,Tandoori Chicken,69
2024-04-20,Teh Tarik,1331
2024-04-20,Spaghetti Carbonara,445
2024-04-20,Roti Canai,984
2024-04-20,Nasi Lemak,465
2024-04-20,Laksa,192
2024-04-20,Cendol,2480
2024-04-20,Iced Lemon Tea,767
2024-04-20,Chicken Rice,611
2024-04-20,Chicken Chop,383
2024-04-20,Char Kway Teow,409
2024-04-20,Beef Rendang,342
2024-04-20,Kaya Toast Set,5285
2024-04-21,Teh Tarik,1223
2024-04-21,Tandoori Chicken,241
2024-04-21,Spaghetti Carbonara,448
2024-04-21,Roti Canai,897
2024-04-21,Nasi Lemak,370
2024-04-21,Kaya Toast Set,1669
2024-04-21,Chicken Chop,1118
2024-04-21,Char Kway Teow,210
2024-04-21,Cendol,587
2024-04-21,Beef Rendang,185
2024-04-21,Iced Lemon Tea,370
2024-04-22,Mushroom Soup,196
2024-04-22,Teh Tarik,2116
2024-04-22,Tandoori Chicken,427
2024-04-22,Spaghetti Carbonara,275
2024-04-22,Roti Canai,457
2024-04-22,Nasi Lemak,670
2024-04-22,Iced Lemon Tea,675
2024-04-22,Chicken Chop,507
2024-04-22,Char Kway Teow,0
2024-04-22,Cendol,738
2024-04-22,Beef Rendang,550
2024-04-22,Chicken Rice,469
2024-04-23,Mushroom Soup,144
2024-04-23,Teh Tarik,1262
2024-04-23,Tandoori Chicken,236
2024-04-23,Spaghetti Carbonara,122
2024-04-23,Roti Canai,311
2024-04-23,Nasi Lemak,459
2024-04-23,Chicken Rice,157
2024-04-23,Kaya Toast Set,355
2024-04-23,Chicken Chop,318
2024-04-23,Char Kway Teow,818
2024-04-23,Cendol,865
2024-04-23,Beef Rendang,261
2024-04-23,Laksa,167
2024-04-24,Nasi Lemak,490
2024-04-24,Spaghetti Carbonara,196
2024-04-24,Roti Canai,1319
2024-04-24,Teh Tarik,2463
2024-04-24,Mushroom Soup,258
2024-04-24,Tandoori Chicken,706
2024-04-24,Laksa,176
2024-04-24,Beef Rendang,133
2024-04-24,Iced Lemon Tea,1350
2024-04-24,Chicken Rice,27
2024-04-24,Chicken Chop,37
2024-04-24,Char Kway Teow,129
2024-04-24,Cendol,129
2024-04-24,Kaya Toast Set,2842
2024-04-25,Roti Canai,727
2024-04-25,Teh Tarik,895
2024-04-25,Tandoori Chicken,200
2024-04-25,Spaghetti Carbonara,175
2024-04-25,Kaya Toast Set,197
2024-04-25,Chicken Chop,152
2024-04-25,Chicken Rice,604
2024-04-25,Char Kway Teow,61
2024-04-25,Cendol,733
2024-04-25,Iced Lemon Tea,184
2024-04-26,Teh Tarik,1016
2024-04-26,Spaghetti Carbonara,0
2024-04-26,Roti Canai,506
2024-04-26,Mushroom Soup,162
2024-04-26,Laksa,160
2024-04-26,Kaya Toast Set,1581
2024-04-26,Chicken Chop,239
2024-04-26,Char Kway Teow,391
2024-04-26,Cendol,554
2024-04-26,Beef Rendang,142
2024-04-26,Iced Lemon Tea,1570
2024-04-27,Teh Tarik,3996
2024-04-27,Mushroom Soup,47
2024-04-27,Spaghetti Carbonara,1327
2024-04-27,Roti Canai,387
2024-04-27,Kaya Toast Set,1773
2024-04-27,Tandoori Chicken,130
2024-04-27,Chicken Chop,372
2024-04-27,Char Kway Teow,304
2024-04-27,Cendol,1053
2024-04-27,Beef Rendang,267
2024-04-27,Iced Lemon Tea,1522
2024-04-28,Roti Canai,595
2024-04-28,Teh Tarik,1075
2024-04-28,Tandoori Chicken,404
2024-04-28,Spaghetti Carbonara,516
2024-04-28,Mushroom Soup,117
2024-04-28,Cendol,744
2024-04-28,Iced Lemon Tea,369
2024-04-28,Chicken Chop,642
2024-04-28,Char Kway Teow,545
2024-04-28,Kaya Toast Set,1113
2024-04-28,Beef Rendang,128
2024-04-29,Teh Tarik,1170
2024-04-29,Tandoori Chicken,159
2024-04-29,Spaghetti Carbonara,857
2024-04-29,Roti Canai,692
2024-04-29,Kaya Toast Set,2424
2024-04-29,Chicken Chop,298
2024-04-29,Cendol,912
2024-04-29,Beef Rendang,56
2024-04-30,Tandoori Chicken,303
2024-04-30,Teh Tarik,3088
2024-04-30,Spaghetti Carbonara,215
2024-04-30,Roti Canai,406
2024-04-30,Nasi Lemak,925
2024-04-30,Char Kway Teow,0
2024-04-30,Kaya Toast Set,855
2024-04-30,Iced Lemon Tea,874
2024-04-30,Chicken Chop,85
2024-04-30,Cendol,934
2024-04-30,Mushroom Soup,225
2024-05-01,Teh Tarik,3286
2024-05-01,Tandoori Chicken,407
2024-05-01,Spaghetti Carbonara,216
2024-05-01,Roti Canai,331
2024-05-01,Nasi Lemak,962
2024-05-01,Iced Lemon Tea,1085
2024-05-01,Kaya Toast Set,555
2024-05-01,Char Kway Teow,785
2024-05-01,Cendol,1158
2024-05-01,Beef Rendang,627
2024-05-01,Mushroom Soup,231
2024-05-02,Teh Tarik,1311
2024-05-02,Tandoori Chicken,220
2024-05-02,Roti Canai,555
2024-05-02,Nasi Lemak,809
2024-05-02,Spaghetti Carbonara,15
2024-05-02,Kaya Toast Set,1008
2024-05-02,Iced Lemon Tea,574
2024-05-02,Char Kway Teow,348
2024-05-02,Cendol,154
2024-05-02,Mushroom Soup,457
2024-05-03,Cendol,1359
2024-05-03,Char Kway Teow,323
2024-05-03,Chicken Rice,125
2024-05-03,Iced Lemon Tea,552
2024-05-03,Kaya Toast Set,1000
2024-05-03,Laksa,22
2024-05-03,Spaghetti Carbonara,475
2024-05-03,Tandoori Chicken,344
2024-05-03,Teh Tarik,1319
2024-05-04,Roti Canai,1068
2024-05-04,Spaghetti Carbonara,623
2024-05-04,Chicken Chop,548
2024-05-04,Teh Tarik,1671
2024-05-04,Nasi Lemak,1107
2024-05-04,Tandoori Chicken,607
2024-05-04,Mushroom Soup,345
2024-05-04,Char Kway Teow,193
2024-05-04,Kaya Toast Set,2636
2024-05-04,Iced Lemon Tea,810
2024-05-04,Chicken Rice,673
2024-05-04,Laksa,258
2024-05-04,Cendol,317
2024-05-04,Beef Rendang,441
2024-05-05,Teh Tarik,1788
2024-05-05,Tandoori Chicken,523
2024-05-05,Spaghetti Carbonara,360
2024-05-05,Roti Canai,1687
2024-05-05,Mushroom Soup,281
2024-05-05,Kaya Toast Set,2476
2024-05-05,Iced Lemon Tea,812
2024-05-05,Chicken Chop,410
2024-05-05,Cendol,547
2024-05-05,Beef Rendang,281
2024-05-06,Tandoori Chicken,521
2024-05-06,Spaghetti Carbonara,125
2024-05-06,Roti Canai,1546
2024-05-06,Nasi Lemak,197
2024-05-06,Mushroom Soup,98
2024-05-06,Teh Tarik,2324
2024-05-06,Iced Lemon Tea,658
2024-05-06,Chicken Chop,96
2024-05-06,Cendol,514
2024-05-06,Beef Rendang,231
2024-05-06,Kaya Toast Set,874
2024-05-07,Teh Tarik,455
2024-05-07,Spaghetti Carbonara,36
2024-05-07,Roti Canai,261
2024-05-07,Nasi Lemak,266
2024-05-07,Mushroom Soup,191
2024-05-07,Tandoori Chicken,767
2024-05-07,Iced Lemon Tea,303
2024-05-07,Chicken Rice,166
2024-05-07,Char Kway Teow,145
2024-05-07,Cendol,789
2024-05-07,Beef Rendang,457
2024-05-07,Kaya Toast Set,1565
2024-05-08,Spaghetti Carbonara,516
2024-05-08,Roti Canai,1236
2024-05-08,Mushroom Soup,165
2024-05-08,Laksa,111
2024-05-08,Kaya Toast Set,1946
2024-05-08,Iced Lemon Tea,374
2024-05-08,Chicken Chop,0
2024-05-08,Char Kway Teow,61
2024-05-08,Cendol,1609
2024-05-08,Chicken Rice,54
2024-05-09,Laksa,243
2024-05-09,Tandoori Chicken,89
2024-05-09,Nasi Lemak,404
2024-05-09,Mushroom Soup,453
2024-05-09,Kaya Toast Set,2398
2024-05-09,Teh Tarik,1244
2024-05-09,Chicken Rice,320
2024-05-09,Chicken Chop,55
2024-05-09,Char Kway Teow,669
2024-05-09,Cendol,1467
2024-05-09,Beef Rendang,130
2024-05-09,Iced Lemon Tea,751
2024-05-10,Teh Tarik,1244
2024-05-10,Tandoori Chicken,298
2024-05-10,Spaghetti Carbonara,87
2024-05-10,Roti Canai,820
2024-05-10,Nasi Lemak,611
2024-05-10,Mushroom Soup,115
2024-05-10,Kaya Toast Set,1044
2024-05-10,Iced Lemon Tea,620
2024-05-10,Chicken Chop,406
2024-05-10,Char Kway Teow,461
2024-05-10,Cendol,1007
2024-05-10,Beef Rendang,160
2024-05-11,Teh Tarik,769
2024-05-11,Tandoori Chicken,190
2024-05-11,Spaghetti Carbonara,230
2024-05-11,Nasi Lemak,234
2024-05-11,Mushroom Soup,507
2024-05-11,Laksa,1170
2024-05-11,Beef Rendang,730
2024-05-11,Iced Lemon Tea,352
2024-05-11,Chicken Rice,385
2024-05-11,Chicken Chop,488
2024-05-11,Char Kway Teow,536
2024-05-11,Cendol,455
2024-05-11,Kaya Toast Set,538
2024-05-12,Nasi Lemak,769
2024-05-12,Tandoori Chicken,457
2024-05-12,Teh Tarik,1956
2024-05-12,Spaghetti Carbonara,603
2024-05-12,Roti Canai,376
2024-05-12,Mushroom Soup,268
2024-05-12,Char Kway Teow,342
2024-05-12,Kaya Toast Set,1818
2024-05-12,Iced Lemon Tea,766
2024-05-12,Chicken Chop,389
2024-05-12,Cendol,388
2024-05-12,Laksa,324
2024-05-13,Teh Tarik,2502
2024-05-13,Tandoori Chicken,284
2024-05-13,Nasi Lemak,119
2024-05-13,Laksa,163
2024-05-13,Kaya Toast Set,1498
2024-05-13,Spaghetti Carbonara,146
2024-05-13,Chicken Rice,221
2024-05-13,Chicken Chop,118
2024-05-13,Cendol,309
2024-05-13,Beef Rendang,149
2024-05-13,Iced Lemon Tea,347
2024-05-14,Spaghetti Carbonara,136
2024-05-14,Roti Canai,734
2024-05-14,Nasi Lemak,761
2024-05-14,Mushroom Soup,171
2024-05-14,Laksa,270
2024-05-14,Chicken Chop,729
2024-05-14,Char Kway Teow,74
2024-05-14,Cendol,453
2024-05-14,Beef Rendang,242
2024-05-14,Tandoori Chicken,68
2024-05-14,Kaya Toast Set,577
2024-05-14,Teh Tarik,2696
2024-05-15,Nasi Lemak,394
2024-05-15,Roti Canai,830
2024-05-15,Teh Tarik,1936
2024-05-15,Mushroom Soup,167
2024-05-15,Tandoori Chicken,622
2024-05-15,Laksa,924
2024-05-15,Spaghetti Carbonara,470
2024-05-15,Iced Lemon Tea,987
2024-05-15,Beef Rendang,662
2024-05-15,Cendol,619
2024-05-15,Kaya Toast Set,619
2024-05-15,Chicken Chop,98
2024-05-15,Chicken Rice,1109
2024-05-16,Teh Tarik,1696
2024-05-16,Tandoori Chicken,692
2024-05-16,Spaghetti Carbonara,146
